date,product_id,product,category,city,holiday,units_sold
2024-06-14,P028,Disinfectant Wipes,Cleaning,Delhi,None,27
2024-06-14,P028,Disinfectant Wipes,Cleaning,Pune,None,23
2024-06-14,P029,Face Mask,Health,Bangalore,None,27
2024-06-14,P029,Face Mask,Health,Kolkata,None,88
2024-06-14,P029,Face Mask,Health,Pune,None,52
2024-06-14,P030,Moisturizer,Health,Pune,None,73
2024-06-14,P030,Moisturizer,Health,Chennai,None,30
2024-06-14,P030,Moisturizer,Health,Kolkata,None,38
2024-06-14,P031,Cough Syrup,Health,Kolkata,None,99
2024-06-14,P031,Cough Syrup,Health,Chennai,None,34
2024-06-14,P031,Cough Syrup,Health,Mumbai,None,72
2024-06-15,P001,Milk,Dairy,Bangalore,None,78
2024-06-15,P001,Milk,Dairy,Kolkata,None,43
2024-06-15,P001,Milk,Dairy,Delhi,None,79
2024-06-15,P002,Bread,Bakery,Bangalore,None,113
2024-06-15,P002,Bread,Bakery,Mumbai,None,105
2024-06-15,P002,Bread,Bakery,Chennai,None,52
2024-06-15,P003,Yogurt,Dairy,Bangalore,None,96
2024-06-15,P003,Yogurt,Dairy,Hyderabad,None,97
2024-06-15,P003,Yogurt,Dairy,Kolkata,None,98
2024-06-15,P004,Cheese,Dairy,Bangalore,None,109
2024-06-15,P004,Cheese,Dairy,Chennai,None,48
2024-06-15,P004,Cheese,Dairy,Kolkata,None,98
2024-06-15,P005,Juice,Beverage,Bangalore,None,41
2024-06-15,P005,Juice,Beverage,Pune,None,81
2024-06-15,P005,Juice,Beverage,Mumbai,None,74
2024-06-15,P006,Butter,Dairy,Delhi,None,40
2024-06-15,P006,Butter,Dairy,Bangalore,None,46
2024-06-15,P006,Butter,Dairy,Mumbai,None,37
2024-06-15,P007,Eggs,Dairy,Bangalore,None,64
2024-06-15,P007,Eggs,Dairy,Mumbai,None,60
2024-06-15,P007,Eggs,Dairy,Hyderabad,None,104
2024-06-15,P008,Paneer,Dairy,Pune,None,94
2024-06-15,P008,Paneer,Dairy,Mumbai,None,54
2024-06-15,P008,Paneer,Dairy,Chennai,None,54
2024-06-15,P009,Spinach,Produce,Mumbai,None,112
2024-06-15,P009,Spinach,Produce,Pune,None,48
2024-06-15,P009,Spinach,Produce,Bangalore,None,35
2024-06-15,P010,Tomato,Produce,Hyderabad,None,98
2024-06-15,P010,Tomato,Produce,Kolkata,None,88
2024-06-15,P010,Tomato,Produce,Chennai,None,92
2024-06-15,P011,Onion,Produce,Pune,None,110
2024-06-15,P011,Onion,Produce,Delhi,None,84
2024-06-15,P011,Onion,Produce,Bangalore,None,58
2024-06-15,P012,Apple,Fruit,Chennai,None,71
2024-06-15,P012,Apple,Fruit,Hyderabad,None,86
2024-06-15,P012,Apple,Fruit,Pune,None,66
2024-06-15,P013,Banana,Fruit,Mumbai,None,108
2024-06-15,P013,Banana,Fruit,Hyderabad,None,108
2024-06-15,P013,Banana,Fruit,Kolkata,None,75
2024-06-15,P014,Chicken,Meat,Bangalore,None,76
2024-06-15,P014,Chicken,Meat,Kolkata,None,68
2024-06-15,P014,Chicken,Meat,Chennai,None,59
2024-06-15,P015,Fish,Meat,Hyderabad,None,97
2024-06-15,P015,Fish,Meat,Pune,None,50
2024-06-15,P015,Fish,Meat,Kolkata,None,59
2024-06-15,P016,Chips,Snacks,Kolkata,None,92
2024-06-15,P016,Chips,Snacks,Mumbai,None,60
2024-06-15,P016,Chips,Snacks,Hyderabad,None,49
2024-06-15,P017,Cookies,Snacks,Chennai,None,90
2024-06-15,P017,Cookies,Snacks,Delhi,None,82
2024-06-15,P017,Cookies,Snacks,Pune,None,44
2024-06-15,P018,Granola Bar,Snacks,Delhi,None,72
2024-06-15,P018,Granola Bar,Snacks,Mumbai,None,76
2024-06-15,P018,Granola Bar,Snacks,Pune,None,115
2024-06-15,P019,Frozen Pizza,Frozen,Pune,None,41
2024-06-15,P019,Frozen Pizza,Frozen,Hyderabad,None,109
2024-06-15,P019,Frozen Pizza,Frozen,Kolkata,None,54
2024-06-15,P020,Ice Cream,Frozen,Chennai,None,102
2024-06-15,P020,Ice Cream,Frozen,Delhi,None,49
2024-06-15,P020,Ice Cream,Frozen,Mumbai,None,42
2024-06-15,P021,Iced Tea,Beverage,Pune,None,77
2024-06-15,P021,Iced Tea,Beverage,Chennai,None,102
2024-06-15,P021,Iced Tea,Beverage,Mumbai,None,48
2024-06-15,P022,Coconut Water,Beverage,Hyderabad,None,104
2024-06-15,P022,Coconut Water,Beverage,Kolkata,None,97
2024-06-15,P022,Coconut Water,Beverage,Mumbai,None,107
2024-06-15,P023,Baked Beans,Canned,Hyderabad,None,44
2024-06-15,P023,Baked Beans,Canned,Kolkata,None,106
2024-06-15,P023,Baked Beans,Canned,Chennai,None,58
2024-06-15,P024,Canned Tuna,Canned,Hyderabad,None,49
2024-06-15,P024,Canned Tuna,Canned,Pune,None,96
2024-06-15,P024,Canned Tuna,Canned,Kolkata,None,49
2024-06-15,P025,Dog Food,Pet,Delhi,None,95
2024-06-15,P025,Dog Food,Pet,Hyderabad,None,85
2024-06-15,P025,Dog Food,Pet,Bangalore,None,107
2024-06-15,P026,Baby Formula,Baby,Delhi,None,83
2024-06-15,P026,Baby Formula,Baby,Kolkata,None,39
2024-06-15,P026,Baby Formula,Baby,Mumbai,None,74
2024-06-15,P027,Toothpaste,Health,Mumbai,None,103
2024-06-15,P027,Toothpaste,Health,Chennai,None,83
2024-06-15,P027,Toothpaste,Health,Hyderabad,None,37
2024-06-15,P028,Disinfectant Wipes,Cleaning,Chennai,None,90
2024-06-15,P028,Disinfectant Wipes,Cleaning,Mumbai,None,80
2024-06-15,P028,Disinfectant Wipes,Cleaning,Delhi,None,38
2024-06-15,P029,Face Mask,Health,Bangalore,None,83
2024-06-15,P029,Face Mask,Health,Delhi,None,43
2024-06-15,P029,Face Mask,Health,Chennai,None,71
2024-06-15,P030,Moisturizer,Health,Delhi,None,104
2024-06-15,P030,Moisturizer,Health,Hyderabad,None,79
2024-06-15,P030,Moisturizer,Health,Mumbai,None,64
2024-06-15,P031,Cough Syrup,Health,Mumbai,None,40
2024-06-15,P031,Cough Syrup,Health,Hyderabad,None,68
2024-06-15,P031,Cough Syrup,Health,Kolkata,None,92
2024-06-16,P001,Milk,Dairy,Chennai,None,39
2024-06-16,P001,Milk,Dairy,Delhi,None,60
2024-06-16,P001,Milk,Dairy,Bangalore,None,71
2024-06-16,P002,Bread,Bakery,Chennai,None,54
2024-06-16,P002,Bread,Bakery,Pune,None,103
2024-06-16,P002,Bread,Bakery,Delhi,None,51
2024-06-16,P003,Yogurt,Dairy,Hyderabad,None,51
2024-06-16,P003,Yogurt,Dairy,Bangalore,None,74
2024-06-16,P003,Yogurt,Dairy,Mumbai,None,74
2024-06-16,P004,Cheese,Dairy,Chennai,None,38
2024-06-16,P004,Cheese,Dairy,Delhi,None,92
2024-06-16,P004,Cheese,Dairy,Hyderabad,None,103
2024-06-16,P005,Juice,Beverage,Mumbai,None,80
2024-06-16,P005,Juice,Beverage,Bangalore,None,59
2024-06-16,P005,Juice,Beverage,Hyderabad,None,97
2024-06-16,P006,Butter,Dairy,Kolkata,None,65
2024-06-16,P006,Butter,Dairy,Pune,None,50
2024-06-16,P006,Butter,Dairy,Mumbai,None,103
2024-06-16,P007,Eggs,Dairy,Kolkata,None,43
2024-06-16,P007,Eggs,Dairy,Chennai,None,41
2024-06-16,P007,Eggs,Dairy,Hyderabad,None,107
2024-06-16,P008,Paneer,Dairy,Mumbai,None,89
2024-06-16,P008,Paneer,Dairy,Delhi,None,45
2024-06-16,P008,Paneer,Dairy,Bangalore,None,52
2024-06-16,P009,Spinach,Produce,Bangalore,None,90
2024-06-16,P009,Spinach,Produce,Chennai,None,63
2024-06-16,P009,Spinach,Produce,Mumbai,None,65
2024-06-16,P010,Tomato,Produce,Bangalore,None,81
2024-06-16,P010,Tomato,Produce,Hyderabad,None,112
2024-06-16,P010,Tomato,Produce,Mumbai,None,82
2024-06-16,P011,Onion,Produce,Bangalore,None,35
2024-06-16,P011,Onion,Produce,Pune,None,105
2024-06-16,P011,Onion,Produce,Kolkata,None,54
2024-06-16,P012,Apple,Fruit,Mumbai,None,64
2024-06-16,P012,Apple,Fruit,Delhi,None,95
2024-06-16,P012,Apple,Fruit,Pune,None,57
2024-06-16,P013,Banana,Fruit,Bangalore,None,68
2024-06-16,P013,Banana,Fruit,Delhi,None,78
2024-06-16,P013,Banana,Fruit,Kolkata,None,102
2024-06-16,P014,Chicken,Meat,Bangalore,None,58
2024-06-16,P014,Chicken,Meat,Hyderabad,None,38
2024-06-16,P014,Chicken,Meat,Delhi,None,69
2024-06-16,P015,Fish,Meat,Chennai,None,34
2024-06-16,P015,Fish,Meat,Bangalore,None,91
2024-06-16,P015,Fish,Meat,Mumbai,None,112
2024-06-16,P016,Chips,Snacks,Bangalore,None,39
2024-06-16,P016,Chips,Snacks,Pune,None,118
2024-06-16,P016,Chips,Snacks,Kolkata,None,85
2024-06-16,P017,Cookies,Snacks,Bangalore,None,64
2024-06-16,P017,Cookies,Snacks,Mumbai,None,113
2024-06-16,P017,Cookies,Snacks,Kolkata,None,39
2024-06-16,P018,Granola Bar,Snacks,Chennai,None,74
2024-06-16,P018,Granola Bar,Snacks,Kolkata,None,113
2024-06-16,P018,Granola Bar,Snacks,Hyderabad,None,32
2024-06-16,P019,Frozen Pizza,Frozen,Bangalore,None,85
2024-06-16,P019,Frozen Pizza,Frozen,Mumbai,None,98
2024-06-16,P019,Frozen Pizza,Frozen,Kolkata,None,74
2024-06-16,P020,Ice Cream,Frozen,Bangalore,None,106
2024-06-16,P020,Ice Cream,Frozen,Kolkata,None,68
2024-06-16,P020,Ice Cream,Frozen,Hyderabad,None,49
2024-06-16,P021,Iced Tea,Beverage,Delhi,None,89
2024-06-16,P021,Iced Tea,Beverage,Kolkata,None,53
2024-06-16,P021,Iced Tea,Beverage,Hyderabad,None,40
2024-06-16,P022,Coconut Water,Beverage,Kolkata,None,102
2024-06-16,P022,Coconut Water,Beverage,Bangalore,None,105
2024-06-16,P022,Coconut Water,Beverage,Delhi,None,81
2024-06-16,P023,Baked Beans,Canned,Mumbai,None,95
2024-06-16,P023,Baked Beans,Canned,Chennai,None,90
2024-06-16,P023,Baked Beans,Canned,Delhi,None,85
2024-06-16,P024,Canned Tuna,Canned,Delhi,None,51
2024-06-16,P024,Canned Tuna,Canned,Kolkata,None,101
2024-06-16,P024,Canned Tuna,Canned,Pune,None,59
2024-06-16,P025,Dog Food,Pet,Bangalore,None,89
2024-06-16,P025,Dog Food,Pet,Delhi,None,117
2024-06-16,P025,Dog Food,Pet,Kolkata,None,51
2024-06-16,P026,Baby Formula,Baby,Pune,None,52
2024-06-16,P026,Baby Formula,Baby,Mumbai,None,80
2024-06-16,P026,Baby Formula,Baby,Delhi,None,82
2024-06-16,P027,Toothpaste,Health,Mumbai,None,95
2024-06-16,P027,Toothpaste,Health,Chennai,None,77
2024-06-16,P027,Toothpaste,Health,Kolkata,None,99
2024-06-16,P028,Disinfectant Wipes,Cleaning,Delhi,None,92
2024-06-16,P028,Disinfectant Wipes,Cleaning,Bangalore,None,47
2024-06-16,P028,Disinfectant Wipes,Cleaning,Hyderabad,None,91
2024-06-16,P029,Face Mask,Health,Kolkata,None,92
2024-06-16,P029,Face Mask,Health,Hyderabad,None,90
2024-06-16,P029,Face Mask,Health,Chennai,None,33
2024-06-16,P030,Moisturizer,Health,Delhi,None,36
2024-06-16,P030,Moisturizer,Health,Mumbai,None,100
2024-06-16,P030,Moisturizer,Health,Kolkata,None,103
2024-06-16,P031,Cough Syrup,Health,Delhi,None,66
2024-06-16,P031,Cough Syrup,Health,Hyderabad,None,49
2024-06-16,P031,Cough Syrup,Health,Chennai,None,65
2024-06-17,P001,Milk,Dairy,Bangalore,None,57
2024-06-17,P001,Milk,Dairy,Chennai,None,63
2024-06-17,P001,Milk,Dairy,Pune,None,59
2024-06-17,P002,Bread,Bakery,Hyderabad,None,78
2024-06-17,P002,Bread,Bakery,Delhi,None,94
2024-06-17,P002,Bread,Bakery,Pune,None,61
2024-06-17,P003,Yogurt,Dairy,Bangalore,None,56
2024-06-17,P003,Yogurt,Dairy,Mumbai,None,52
2024-06-17,P003,Yogurt,Dairy,Kolkata,None,62
2024-06-17,P004,Cheese,Dairy,Delhi,None,41
2024-06-17,P004,Cheese,Dairy,Pune,None,22
2024-06-17,P004,Cheese,Dairy,Mumbai,None,85
2024-06-17,P005,Juice,Beverage,Hyderabad,None,91
2024-06-17,P005,Juice,Beverage,Bangalore,None,45
2024-06-17,P005,Juice,Beverage,Chennai,None,88
2024-06-17,P006,Butter,Dairy,Kolkata,None,95
2024-06-17,P006,Butter,Dairy,Pune,None,33
2024-06-17,P006,Butter,Dairy,Mumbai,None,95
2024-06-17,P007,Eggs,Dairy,Delhi,None,96
2024-06-17,P007,Eggs,Dairy,Bangalore,None,64
2024-06-17,P007,Eggs,Dairy,Hyderabad,None,46
2024-06-17,P008,Paneer,Dairy,Kolkata,None,47
2024-06-17,P008,Paneer,Dairy,Delhi,None,35
2024-06-17,P008,Paneer,Dairy,Hyderabad,None,90
2024-06-17,P009,Spinach,Produce,Mumbai,None,85
2024-06-17,P009,Spinach,Produce,Hyderabad,None,26
2024-06-17,P009,Spinach,Produce,Chennai,None,61
2024-06-17,P010,Tomato,Produce,Kolkata,None,80
2024-06-17,P010,Tomato,Produce,Bangalore,None,95
2024-06-17,P010,Tomato,Produce,Hyderabad,None,31
2024-06-17,P011,Onion,Produce,Hyderabad,None,94
2024-06-17,P011,Onion,Produce,Delhi,None,21
2024-06-17,P011,Onion,Produce,Chennai,None,70
2024-06-17,P012,Apple,Fruit,Mumbai,None,69
2024-06-17,P012,Apple,Fruit,Pune,None,38
2024-06-17,P012,Apple,Fruit,Bangalore,None,21
2024-06-17,P013,Banana,Fruit,Bangalore,None,86
2024-06-17,P013,Banana,Fruit,Chennai,None,80
2024-06-17,P013,Banana,Fruit,Kolkata,None,75
2024-06-17,P014,Chicken,Meat,Delhi,None,79
2024-06-17,P014,Chicken,Meat,Bangalore,None,46
2024-06-17,P014,Chicken,Meat,Chennai,None,43
2024-06-17,P015,Fish,Meat,Hyderabad,None,43
2024-06-17,P015,Fish,Meat,Chennai,None,97
2024-06-17,P015,Fish,Meat,Delhi,None,63
2024-06-17,P016,Chips,Snacks,Delhi,None,81
2024-06-17,P016,Chips,Snacks,Pune,None,83
2024-06-17,P016,Chips,Snacks,Kolkata,None,68
2024-06-17,P017,Cookies,Snacks,Chennai,None,93
2024-06-17,P017,Cookies,Snacks,Bangalore,None,29
2024-06-17,P017,Cookies,Snacks,Kolkata,None,50
2024-06-17,P018,Granola Bar,Snacks,Mumbai,None,62
2024-06-17,P018,Granola Bar,Snacks,Delhi,None,63
2024-06-17,P018,Granola Bar,Snacks,Kolkata,None,33
2024-06-17,P019,Frozen Pizza,Frozen,Chennai,None,42
2024-06-17,P019,Frozen Pizza,Frozen,Delhi,None,90
2024-06-17,P019,Frozen Pizza,Frozen,Bangalore,None,45
2024-06-17,P020,Ice Cream,Frozen,Chennai,None,21
2024-06-17,P020,Ice Cream,Frozen,Hyderabad,None,70
2024-06-17,P020,Ice Cream,Frozen,Pune,None,56
2024-06-17,P021,Iced Tea,Beverage,Pune,None,57
2024-06-17,P021,Iced Tea,Beverage,Kolkata,None,95
2024-06-17,P021,Iced Tea,Beverage,Hyderabad,None,28
2024-06-17,P022,Coconut Water,Beverage,Kolkata,None,41
2024-06-17,P022,Coconut Water,Beverage,Chennai,None,34
2024-06-17,P022,Coconut Water,Beverage,Pune,None,60
2024-06-17,P023,Baked Beans,Canned,Chennai,None,90
2024-06-17,P023,Baked Beans,Canned,Pune,None,34
2024-06-17,P023,Baked Beans,Canned,Delhi,None,47
2024-06-17,P024,Canned Tuna,Canned,Bangalore,None,20
2024-06-17,P024,Canned Tuna,Canned,Pune,None,81
2024-06-17,P024,Canned Tuna,Canned,Chennai,None,98
2024-06-17,P025,Dog Food,Pet,Chennai,None,22
2024-06-17,P025,Dog Food,Pet,Hyderabad,None,80
2024-06-17,P025,Dog Food,Pet,Pune,None,88
2024-06-17,P026,Baby Formula,Baby,Delhi,None,83
2024-06-17,P026,Baby Formula,Baby,Pune,None,54
2024-06-17,P026,Baby Formula,Baby,Mumbai,None,99
2024-06-17,P027,Toothpaste,Health,Chennai,None,77
2024-06-17,P027,Toothpaste,Health,Hyderabad,None,81
2024-06-17,P027,Toothpaste,Health,Bangalore,None,86
2024-06-17,P028,Disinfectant Wipes,Cleaning,Pune,None,22
2024-06-17,P028,Disinfectant Wipes,Cleaning,Kolkata,None,61
2024-06-17,P028,Disinfectant Wipes,Cleaning,Mumbai,None,33
2024-06-17,P029,Face Mask,Health,Kolkata,None,71
2024-06-17,P029,Face Mask,Health,Pune,None,96
2024-06-17,P029,Face Mask,Health,Bangalore,None,89
2024-06-17,P030,Moisturizer,Health,Hyderabad,None,72
2024-06-17,P030,Moisturizer,Health,Chennai,None,79
2024-06-17,P030,Moisturizer,Health,Pune,None,52
2024-06-17,P031,Cough Syrup,Health,Mumbai,None,31
2024-06-17,P031,Cough Syrup,Health,Chennai,None,32
2024-06-17,P031,Cough Syrup,Health,Hyderabad,None,22
2024-06-18,P001,Milk,Dairy,Chennai,None,48
2024-06-18,P001,Milk,Dairy,Kolkata,None,26
2024-06-18,P001,Milk,Dairy,Pune,None,93
2024-06-18,P002,Bread,Bakery,Mumbai,None,26
2024-06-18,P002,Bread,Bakery,Bangalore,None,90
2024-06-18,P002,Bread,Bakery,Pune,None,42
2024-06-18,P003,Yogurt,Dairy,Bangalore,None,89
2024-06-18,P003,Yogurt,Dairy,Delhi,None,39
2024-06-18,P003,Yogurt,Dairy,Pune,None,55
2024-06-18,P004,Cheese,Dairy,Hyderabad,None,83
2024-06-18,P004,Cheese,Dairy,Delhi,None,27
2024-06-18,P004,Cheese,Dairy,Mumbai,None,25
2024-06-18,P005,Juice,Beverage,Kolkata,None,47
2024-06-18,P005,Juice,Beverage,Hyderabad,None,76
2024-06-18,P005,Juice,Beverage,Chennai,None,88
2024-06-18,P006,Butter,Dairy,Chennai,None,87
2024-06-18,P006,Butter,Dairy,Delhi,None,46
2024-06-18,P006,Butter,Dairy,Mumbai,None,30
2024-06-18,P007,Eggs,Dairy,Mumbai,None,90
2024-06-18,P007,Eggs,Dairy,Chennai,None,41
2024-06-18,P007,Eggs,Dairy,Pune,None,27
2024-06-18,P008,Paneer,Dairy,Bangalore,None,29
2024-06-18,P008,Paneer,Dairy,Pune,None,28
2024-06-18,P008,Paneer,Dairy,Kolkata,None,34
2024-06-18,P009,Spinach,Produce,Mumbai,None,78
2024-06-18,P009,Spinach,Produce,Bangalore,None,58
2024-06-18,P009,Spinach,Produce,Delhi,None,91
2024-06-18,P010,Tomato,Produce,Kolkata,None,79
2024-06-18,P010,Tomato,Produce,Pune,None,60
2024-06-18,P010,Tomato,Produce,Mumbai,None,85
2024-06-18,P011,Onion,Produce,Mumbai,None,38
2024-06-18,P011,Onion,Produce,Chennai,None,88
2024-06-18,P011,Onion,Produce,Pune,None,78
2024-06-18,P012,Apple,Fruit,Mumbai,None,33
2024-06-18,P012,Apple,Fruit,Chennai,None,63
2024-06-18,P012,Apple,Fruit,Pune,None,85
2024-06-18,P013,Banana,Fruit,Bangalore,None,66
2024-06-18,P013,Banana,Fruit,Kolkata,None,26
2024-06-18,P013,Banana,Fruit,Mumbai,None,84
2024-06-18,P014,Chicken,Meat,Kolkata,None,77
2024-06-18,P014,Chicken,Meat,Bangalore,None,100
2024-06-18,P014,Chicken,Meat,Delhi,None,49
2024-06-18,P015,Fish,Meat,Pune,None,86
2024-06-18,P015,Fish,Meat,Bangalore,None,46
2024-06-18,P015,Fish,Meat,Mumbai,None,32
2024-06-18,P016,Chips,Snacks,Delhi,None,84
2024-06-18,P016,Chips,Snacks,Hyderabad,None,27
2024-06-18,P016,Chips,Snacks,Bangalore,None,51
2024-06-18,P017,Cookies,Snacks,Chennai,None,57
2024-06-18,P017,Cookies,Snacks,Mumbai,None,73
2024-06-18,P017,Cookies,Snacks,Kolkata,None,93
2024-06-18,P018,Granola Bar,Snacks,Bangalore,None,97
2024-06-18,P018,Granola Bar,Snacks,Hyderabad,None,72
2024-06-18,P018,Granola Bar,Snacks,Pune,None,83
2024-06-18,P019,Frozen Pizza,Frozen,Kolkata,None,84
2024-06-18,P019,Frozen Pizza,Frozen,Hyderabad,None,48
2024-06-18,P019,Frozen Pizza,Frozen,Bangalore,None,46
2024-06-18,P020,Ice Cream,Frozen,Kolkata,None,81
2024-06-18,P020,Ice Cream,Frozen,Delhi,None,31
2024-06-18,P020,Ice Cream,Frozen,Hyderabad,None,71
2024-06-18,P021,Iced Tea,Beverage,Delhi,None,41
2024-06-18,P021,Iced Tea,Beverage,Hyderabad,None,40
2024-06-18,P021,Iced Tea,Beverage,Pune,None,89
2024-06-18,P022,Coconut Water,Beverage,Delhi,None,80
2024-06-18,P022,Coconut Water,Beverage,Hyderabad,None,77
2024-06-18,P022,Coconut Water,Beverage,Mumbai,None,31
2024-06-18,P023,Baked Beans,Canned,Mumbai,None,92
2024-06-18,P023,Baked Beans,Canned,Chennai,None,32
2024-06-18,P023,Baked Beans,Canned,Bangalore,None,76
2024-06-18,P024,Canned Tuna,Canned,Hyderabad,None,54
2024-06-18,P024,Canned Tuna,Canned,Pune,None,84
2024-06-18,P024,Canned Tuna,Canned,Kolkata,None,62
2024-06-18,P025,Dog Food,Pet,Kolkata,None,28
2024-06-18,P025,Dog Food,Pet,Chennai,None,93
2024-06-18,P025,Dog Food,Pet,Hyderabad,None,88
2024-06-18,P026,Baby Formula,Baby,Pune,None,66
2024-06-18,P026,Baby Formula,Baby,Delhi,None,93
2024-06-18,P026,Baby Formula,Baby,Hyderabad,None,21
2024-06-18,P027,Toothpaste,Health,Hyderabad,None,92
2024-06-18,P027,Toothpaste,Health,Delhi,None,20
2024-06-18,P027,Toothpaste,Health,Mumbai,None,96
2024-06-18,P028,Disinfectant Wipes,Cleaning,Bangalore,None,56
2024-06-18,P028,Disinfectant Wipes,Cleaning,Pune,None,70
2024-06-18,P028,Disinfectant Wipes,Cleaning,Mumbai,None,84
2024-06-18,P029,Face Mask,Health,Pune,None,86
2024-06-18,P029,Face Mask,Health,Mumbai,None,82
2024-06-18,P029,Face Mask,Health,Hyderabad,None,43
2024-06-18,P030,Moisturizer,Health,Bangalore,None,36
2024-06-18,P030,Moisturizer,Health,Hyderabad,None,70
2024-06-18,P030,Moisturizer,Health,Kolkata,None,95
2024-06-18,P031,Cough Syrup,Health,Kolkata,None,96
2024-06-18,P031,Cough Syrup,Health,Bangalore,None,85
2024-06-18,P031,Cough Syrup,Health,Hyderabad,None,73
2024-06-19,P001,Milk,Dairy,Bangalore,None,55
2024-06-19,P001,Milk,Dairy,Chennai,None,99
2024-06-19,P001,Milk,Dairy,Hyderabad,None,56
2024-06-19,P002,Bread,Bakery,Kolkata,None,56
2024-06-19,P002,Bread,Bakery,Bangalore,None,44
2024-06-19,P002,Bread,Bakery,Delhi,None,49
2024-06-19,P003,Yogurt,Dairy,Delhi,None,70
2024-06-19,P003,Yogurt,Dairy,Mumbai,None,44
2024-06-19,P003,Yogurt,Dairy,Chennai,None,46
2024-06-19,P004,Cheese,Dairy,Hyderabad,None,100
2024-06-19,P004,Cheese,Dairy,Delhi,None,44
2024-06-19,P004,Cheese,Dairy,Kolkata,None,74
2024-06-19,P005,Juice,Beverage,Bangalore,None,51
2024-06-19,P005,Juice,Beverage,Kolkata,None,100
2024-06-19,P005,Juice,Beverage,Chennai,None,30
2024-06-19,P006,Butter,Dairy,Chennai,None,56
2024-06-19,P006,Butter,Dairy,Hyderabad,None,66
2024-06-19,P006,Butter,Dairy,Mumbai,None,90
2024-06-19,P007,Eggs,Dairy,Pune,None,83
2024-06-19,P007,Eggs,Dairy,Delhi,None,51
2024-06-19,P007,Eggs,Dairy,Chennai,None,31
2024-06-19,P008,Paneer,Dairy,Chennai,None,90
2024-06-19,P008,Paneer,Dairy,Kolkata,None,36
2024-06-19,P008,Paneer,Dairy,Mumbai,None,42
2024-06-19,P009,Spinach,Produce,Kolkata,None,36
2024-06-19,P009,Spinach,Produce,Bangalore,None,70
2024-06-19,P009,Spinach,Produce,Pune,None,76
2024-06-19,P010,Tomato,Produce,Hyderabad,None,23
2024-06-19,P010,Tomato,Produce,Pune,None,93
2024-06-19,P010,Tomato,Produce,Bangalore,None,40
2024-06-19,P011,Onion,Produce,Delhi,None,21
2024-06-19,P011,Onion,Produce,Pune,None,64
2024-06-19,P011,Onion,Produce,Chennai,None,27
2024-06-19,P012,Apple,Fruit,Delhi,None,90
2024-06-19,P012,Apple,Fruit,Chennai,None,37
2024-06-19,P012,Apple,Fruit,Bangalore,None,24
2024-06-19,P013,Banana,Fruit,Chennai,None,30
2024-06-19,P013,Banana,Fruit,Pune,None,88
2024-06-19,P013,Banana,Fruit,Bangalore,None,60
2024-06-19,P014,Chicken,Meat,Mumbai,None,85
2024-06-19,P014,Chicken,Meat,Hyderabad,None,95
2024-06-19,P014,Chicken,Meat,Delhi,None,30
2024-06-19,P015,Fish,Meat,Mumbai,None,96
2024-06-19,P015,Fish,Meat,Chennai,None,44
2024-06-19,P015,Fish,Meat,Kolkata,None,24
2024-06-19,P016,Chips,Snacks,Mumbai,None,98
2024-06-19,P016,Chips,Snacks,Kolkata,None,76
2024-06-19,P016,Chips,Snacks,Chennai,None,74
2024-06-19,P017,Cookies,Snacks,Hyderabad,None,79
2024-06-19,P017,Cookies,Snacks,Mumbai,None,76
2024-06-19,P017,Cookies,Snacks,Bangalore,None,87
2024-06-19,P018,Granola Bar,Snacks,Delhi,None,85
2024-06-19,P018,Granola Bar,Snacks,Bangalore,None,54
2024-06-19,P018,Granola Bar,Snacks,Hyderabad,None,41
2024-06-19,P019,Frozen Pizza,Frozen,Delhi,None,65
2024-06-19,P019,Frozen Pizza,Frozen,Pune,None,75
2024-06-19,P019,Frozen Pizza,Frozen,Mumbai,None,50
2024-06-19,P020,Ice Cream,Frozen,Hyderabad,None,66
2024-06-19,P020,Ice Cream,Frozen,Kolkata,None,42
2024-06-19,P020,Ice Cream,Frozen,Bangalore,None,74
2024-06-19,P021,Iced Tea,Beverage,Delhi,None,23
2024-06-19,P021,Iced Tea,Beverage,Mumbai,None,82
2024-06-19,P021,Iced Tea,Beverage,Bangalore,None,94
2024-06-19,P022,Coconut Water,Beverage,Kolkata,None,23
2024-06-19,P022,Coconut Water,Beverage,Pune,None,39
2024-06-19,P022,Coconut Water,Beverage,Mumbai,None,45
2024-06-19,P023,Baked Beans,Canned,Delhi,None,86
2024-06-19,P023,Baked Beans,Canned,Hyderabad,None,51
2024-06-19,P023,Baked Beans,Canned,Bangalore,None,54
2024-06-19,P024,Canned Tuna,Canned,Hyderabad,None,24
2024-06-19,P024,Canned Tuna,Canned,Mumbai,None,65
2024-06-19,P024,Canned Tuna,Canned,Pune,None,84
2024-06-19,P025,Dog Food,Pet,Chennai,None,36
2024-06-19,P025,Dog Food,Pet,Delhi,None,99
2024-06-19,P025,Dog Food,Pet,Kolkata,None,98
2024-06-19,P026,Baby Formula,Baby,Chennai,None,47
2024-06-19,P026,Baby Formula,Baby,Kolkata,None,64
2024-06-19,P026,Baby Formula,Baby,Bangalore,None,89
2024-06-19,P027,Toothpaste,Health,Pune,None,34
2024-06-19,P027,Toothpaste,Health,Bangalore,None,96
2024-06-19,P027,Toothpaste,Health,Kolkata,None,49
2024-06-19,P028,Disinfectant Wipes,Cleaning,Kolkata,None,32
2024-06-19,P028,Disinfectant Wipes,Cleaning,Hyderabad,None,48
